1000_1, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2721,2727,2736,2741,2746,2762,1,2726,2739,2744,2750,2765,1,,,,,,,,,,,,
4,1361,1441,1458,1466,1476,1500,1,1426,1447,1455,1463,1487,1,,,,,,,,,,,,
8,1079,1083,1092,1096,1100,1126,1,1080,1083,1086,1088,1093,1,,,,,,,,,,,,
16,1079,1079,1084,1090,1094,1115,1,1079,1079,1079,1079,1079,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0001.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 2818
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 55989 / 499500 (+dummy edges : 13)
#   Max. Predecessors : 130
#   Min. Predecessors : 0
#   Ave. Predecessors : 55.989000
#   Probability       : 0.111338 (Real : 0.112090)
# Task processing time generator : unifproc
#   Random Seed       : 2817
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.441000)
# CP Length           : 1079
# Parallelism         : 5.042632
