50_2, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,121,121,124,126,127,133,1,121,124,127,129,135,1,121,121,121,121,125,1,121,121,121,121,124,1
4,71,74,79,81,83,87,1,74,80,82,85,90,1,72,73,73,75,85,1,71,71,71,71,74,1
8,71,71,71,71,71,80,1,71,71,71,71,72,1,71,71,71,71,73,1,71,71,71,71,73,1
16,71,71,71,71,71,76,1,71,71,71,71,71,1,71,71,71,71,73,1,71,71,71,71,73,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0002.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 28563
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 164 / 1225 (+dummy edges : 19)
#   Max. Predecessors : 9
#   Min. Predecessors : 0
#   Ave. Predecessors : 3.280000
#   Probability       : 0.129955 (Real : 0.133878)
# Task processing time generator : unifproc
#   Random Seed       : 28562
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 4.840000)
# CP Length           : 71
# Parallelism         : 3.408451
