50_1, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,149,154,160,162,165,172,1,154,160,164,166,173,1,149,151,153,154,160,1,149,149,149,150,157,1
4,94,100,103,104,106,111,1,98,102,104,107,110,1,98,99,99,100,104,1,96,96,96,97,103,1
8,89,89,89,89,89,92,1,89,89,89,89,89,1,89,89,89,89,91,1,89,89,89,89,92,1
16,89,89,89,89,89,92,1,89,89,89,89,89,1,89,89,89,89,91,1,89,89,89,89,91,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0001.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 28556
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 225 / 1225 (+dummy edges : 13)
#   Max. Predecessors : 13
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.500000
#   Probability       : 0.173751 (Real : 0.183673)
# Task processing time generator : unifproc
#   Random Seed       : 28555
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.960000)
# CP Length           : 89
# Parallelism         : 3.348315
