50_40, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,154,154,159,164,165,179,1,154,155,156,160,175,1,154,154,154,154,160,1,154,154,155,156,160,1
4,89,100,105,109,113,127,1,89,93,96,98,110,1,98,98,99,99,106,1,89,93,95,98,106,1
8,89,89,91,92,93,110,1,89,89,89,90,96,1,89,90,91,92,96,1,89,89,89,89,91,1
16,89,89,89,89,89,105,1,89,89,89,89,89,1,89,89,89,89,91,1,89,89,89,89,91,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0040.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 28829
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 11
#   Min. Layer Width  : 8
#   Ave. Layer Width  : 10.000000
#   Edges             : 128 / 996 (+dummy edges : 27)
#   Max. Predecessors : 8
#   Min. Predecessors : 0
#   Ave. Predecessors : 2.560000
#   Probability       : 0.115686 (Real : 0.128514)
# Task processing time generator : expoproc
#   Random Seed       : 28828
#   Max. Proc. Time   : 40
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 6.160000)
# CP Length           : 89
# Parallelism         : 3.460674
