50_100, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,174,175,182,186,190,202,1,175,182,185,189,200,1,174,174,174,174,176,1,174,174,175,176,187,1
4,104,110,117,120,123,131,1,108,117,120,124,135,1,105,105,106,108,117,1,104,104,105,106,112,1
8,98,98,100,100,101,105,1,98,99,100,102,105,1,98,99,100,100,103,1,98,98,98,98,100,1
16,98,98,98,98,98,98,1,98,98,98,98,98,1,98,98,98,98,101,1,98,98,98,98,101,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0100.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 29249
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 13
#   Min. Layer Width  : 7
#   Ave. Layer Width  : 10.000000
#   Edges             : 882 / 982 (+dummy edges : 20)
#   Max. Predecessors : 36
#   Min. Predecessors : 0
#   Ave. Predecessors : 18.000000 (Real : 17.640000)
# Task processing time generator : expoproc
#   Random Seed       : 29248
#   Max. Proc. Time   : 25
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 6.940000)
# CP Length           : 98
# Parallelism         : 3.540816
