50_128, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,150,150,151,153,156,162,1,150,151,154,158,167,1,150,150,150,150,161,1,150,150,150,151,159,1
4,75,77,83,85,87,93,1,77,82,85,87,97,1,76,76,76,77,87,1,75,77,77,79,88,1
8,59,59,59,59,60,78,1,59,59,59,60,61,1,59,59,59,59,61,1,59,59,59,59,61,1
16,59,59,59,59,59,71,1,59,59,59,59,59,1,59,59,59,59,62,1,59,59,59,59,61,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0128.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 1296
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 104 / 1225 (+dummy edges : 20)
#   Max. Predecessors : 7
#   Min. Predecessors : 0
#   Ave. Predecessors : 2.080000
#   Probability       : 0.091108 (Real : 0.084898)
# Task processing time generator : expo2pks
#   Random Seed       : 1295
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 5.980000)
#   Probability of Av1: 0.500000
# CP Length           : 59
# Parallelism         : 5.067797
