Options for the verification:
  Generating some trace
  Search order is random depth first
  Using conservative space optimisation
  Seed is 1556184316
  State space representation uses minimal constraint systems
  Using HashMap + Compress integers for discrete state storage
[2K
Verifying formula 1 at ../queries/SP_50_68_8.q:1
 -- Throughput: 15541 states/sec, Load: 56 runs[K -- Throughput: 15485 states/sec, Load: 91 runs[K -- Throughput: 15478 states/sec, Load: 125 runs[K -- Throughput: 15373 states/sec, Load: 159 runs[K -- Throughput: 15480 states/sec, Load: 193 runs[K -- Throughput: 20617 states/sec, Load: 199 runs[K -- Throughput: 22952 states/sec, Load: 199 runs[K -- Throughput: 20726 states/sec, Load: 24 runs[K -- Throughput: 14924 states/sec, Load: 70 runs[K -- Throughput: 14471 states/sec, Load: 103 runs[K -- Throughput: 14351 states/sec, Load: 135 runs[K -- Throughput: 14378 states/sec, Load: 167 runs[K -- Throughput: 14320 states/sec, Load: 199 runs[K -- Throughput: 19986 states/sec, Load: 199 runs[K -- Throughput: 19329 states/sec, Load: 199 runs[K -- Throughput: 16943 states/sec, Load: 18 runs[K -- Throughput: 14521 states/sec, Load: 56 runs[K -- Throughput: 14323 states/sec, Load: 88 runs[K -- Throughput: 14274 states/sec, Load: 120 runs[K -- Throughput: 14417 states/sec, Load: 151 runs[K -- Throughput: 14561 states/sec, Load: 183 runs[K -- Throughput: 16525 states/sec, Load: 199 runs[K -- Throughput: 19492 states/sec, Load: 199 runs[K -- Throughput: 19237 states/sec, Load: 199 runs[K -- Throughput: 14753 states/sec, Load: 38 runs[K -- Throughput: 14606 states/sec, Load: 71 runs[K -- Throughput: 14624 states/sec, Load: 103 runs[K -- Throughput: 14464 states/sec, Load: 136 runs[K -- Throughput: 13909 states/sec, Load: 168 runs[K -- Throughput: 14313 states/sec, Load: 199 runs[K -- Throughput: 19105 states/sec, Load: 199 runs[K -- Throughput: 19591 states/sec, Load: 199 runs[K -- Throughput: 17385 states/sec, Load: 16 runs[K -- Throughput: 14583 states/sec, Load: 54 runs[K -- Throughput: 14434 states/sec, Load: 87 runs[K -- Throughput: 14301 states/sec, Load: 119 runs[K -- Throughput: 14607 states/sec, Load: 151 runs[K -- Throughput: 14499 states/sec, Load: 183 runs[K -- Throughput: 16587 states/sec, Load: 199 runs[K -- Throughput: 19478 states/sec, Load: 199 runs[K -- Throughput: 19384 states/sec, Load: 199 runs[K -- Throughput: 14860 states/sec, Load: 37 runs[K -- Throughput: 14456 states/sec, Load: 70 runs[K -- Throughput: 14492 states/sec, Load: 102 runs[K -- Throughput: 14485 states/sec, Load: 134 runs[K -- Throughput: 14549 states/sec, Load: 166 runs[K -- Throughput: 14419 states/sec, Load: 198 runs[K -- Throughput: 18923 states/sec, Load: 199 runs[K -- Throughput: 19653 states/sec, Load: 199 runs[K -- Throughput: 17527 states/sec, Load: 14 runs[K -- Throughput: 14458 states/sec, Load: 53 runs[K -- Throughput: 14490 states/sec, Load: 85 runs[K -- Throughput: 14357 states/sec, Load: 116 runs[K -- Throughput: 14524 states/sec, Load: 147 runs[K -- Throughput: 14430 states/sec, Load: 179 runs[K -- Throughput: 15997 states/sec, Load: 199 runs[K -- Throughput: 19627 states/sec, Load: 199 runs[K -- Throughput: 19538 states/sec, Load: 199 runs[K -- Throughput: 14998 states/sec, Load: 32 runs[K -- Throughput: 14407 states/sec, Load: 65 runs[K -- Throughput: 14475 states/sec, Load: 96 runs[K -- Throughput: 14502 states/sec, Load: 128 runs[K -- Throughput: 14484 states/sec, Load: 160 runs[K -- Throughput: 14340 states/sec, Load: 191 runs[K -- Throughput: 18068 states/sec, Load: 199 runs[K -- Throughput: 19615 states/sec, Load: 199 runs[K -- Throughput: 18972 states/sec, Load: 6 runs[K -- Throughput: 14455 states/sec, Load: 47 runs[K -- Throughput: 14470 states/sec, Load: 78 runs[K -- Throughput: 14209 states/sec, Load: 110 runs[K -- Throughput: 14421 states/sec, Load: 141 runs[K -- Throughput: 14487 states/sec, Load: 173 runs[K -- Throughput: 14928 states/sec, Load: 199 runs[K -- Throughput: 19455 states/sec, Load: 199 runs[K -- Throughput: 19310 states/sec, Load: 199 runs[K -- Throughput: 16284 states/sec, Load: 22 runs[K -- Throughput: 14437 states/sec, Load: 58 runs[K -- Throughput: 14534 states/sec, Load: 89 runs[K -- Throughput: 14478 states/sec, Load: 121 runs[K -- Throughput: 14555 states/sec, Load: 153 runs[K -- Throughput: 14419 states/sec, Load: 184 runs[K -- Throughput: 16732 states/sec, Load: 199 runs[K -- Throughput: 19602 states/sec, Load: 199 runs[K -- Throughput: 19611 states/sec, Load: 199 runs[K -- Throughput: 14874 states/sec, Load: 38 runs[K -- Throughput: 14308 states/sec, Load: 71 runs[K -- Throughput: 14366 states/sec, Load: 102 runs[K -- Throughput: 13914 states/sec, Load: 133 runs[K -- Throughput: 14486 states/sec, Load: 164 runs[K -- Throughput: 14338 states/sec, Load: 195 runs[K -- Throughput: 18641 states/sec, Load: 199 runs[K -- Throughput: 19471 states/sec, Load: 199 runs[K -- Throughput: 17605 states/sec, Load: 11 runs[K -- Throughput: 14659 states/sec, Load: 50 runs[K -- Throughput: 14663 states/sec, Load: 83 runs[K -- Throughput: 14502 states/sec, Load: 115 runs[K -- Throughput: 14491 states/sec, Load: 147 runs[K -- Throughput: 14450 states/sec, Load: 180 runs[K -- Throughput: 16087 states/sec, Load: 199 runs[K -- Throughput: 19435 states/sec, Load: 199 runs[K -- Throughput: 19847 states/sec, Load: 199 runs[K -- Throughput: 15351 states/sec, Load: 35 runs[K -- Throughput: 14560 states/sec, Load: 69 runs[K -- Throughput: 14483 states/sec, Load: 101 runs[K -- Throughput: 14470 states/sec, Load: 133 runs[K -- Throughput: 14532 states/sec, Load: 165 runs[K -- Throughput: 14680 states/sec, Load: 198 runs[K -- Throughput: 19267 states/sec, Load: 199 runs[K -- Throughput: 19181 states/sec, Load: 199 runs[K -- Throughput: 17127 states/sec, Load: 15 runs[K -- Throughput: 14528 states/sec, Load: 53 runs[K -- Throughput: 14596 states/sec, Load: 85 runs[K -- Throughput: 14532 states/sec, Load: 118 runs[K -- Throughput: 14487 states/sec, Load: 150 runs[K -- Throughput: 14265 states/sec, Load: 182 runs[K -- Throughput: 16415 states/sec, Load: 199 runs[K -- Throughput: 19475 states/sec, Load: 199 runs[K -- Throughput: 19393 states/sec, Load: 199 runs[K -- Throughput: 14964 states/sec, Load: 36 runs[K -- Throughput: 14362 states/sec, Load: 70 runs[K -- Throughput: 14378 states/sec, Load: 101 runs[K -- Throughput: 14429 states/sec, Load: 133 runs[K -- Throughput: 14406 states/sec, Load: 165 runs[K -- Throughput: 14524 states/sec, Load: 197 runs[K -- Throughput: 18929 states/sec, Load: 199 runs[K -- Throughput: 19356 states/sec, Load: 199 runs[K -- Throughput: 17536 states/sec, Load: 14 runs[K -- Throughput: 14423 states/sec, Load: 53 runs[K -- Throughput: 14479 states/sec, Load: 85 runs[K -- Throughput: 14516 states/sec, Load: 117 runs[K -- Throughput: 14551 states/sec, Load: 149 runs[K -- Throughput: 14330 states/sec, Load: 181 runs[K -- Throughput: 15949 states/sec, Load: 199 runs[K -- Throughput: 19608 states/sec, Load: 199 runs[K -- Throughput: 19426 states/sec, Load: 199 runs[K -- Throughput: 15332 states/sec, Load: 34 runs[K -- Throughput: 14446 states/sec, Load: 68 runs[K -- Throughput: 14404 states/sec, Load: 100 runs[K -- Throughput: 14469 states/sec, Load: 131 runs[K -- Throughput: 14479 states/sec, Load: 163 runs[K -- Throughput: 14443 states/sec, Load: 195 runs[K -- Throughput: 18029 states/sec, Load: 199 runs[K -- Throughput: 19440 states/sec, Load: 199 runs[K -- Throughput: 17805 states/sec, Load: 9 runs[K -- Throughput: 14529 states/sec, Load: 48 runs[K -- Throughput: 14536 states/sec, Load: 80 runs[K -- Throughput: 14341 states/sec, Load: 112 runs[K -- Throughput: 14116 states/sec, Load: 143 runs[K -- Throughput: 14230 states/sec, Load: 174 runs[K -- Throughput: 14824 states/sec, Load: 199 runs[K -- Throughput: 19660 states/sec, Load: 199 runs[K -- Throughput: 19650 states/sec, Load: 199 runs[K -- Throughput: 16331 states/sec, Load: 25 runs[K -- Throughput: 14337 states/sec, Load: 60 runs[K -- Throughput: 14250 states/sec, Load: 92 runs[K -- Throughput: 14366 states/sec, Load: 123 runs[K -- Throughput: 14536 states/sec, Load: 154 runs[K -- Throughput: 14431 states/sec, Load: 186 runs[K -- Throughput: 16806 states/sec, Load: 199 runs[K -- Throughput: 19444 states/sec, Load: 199 runs[K -- Throughput: 19370 states/sec, Load: 199 runs[K -- Throughput: 14598 states/sec, Load: 40 runs[K -- Throughput: 14367 states/sec, Load: 72 runs[K -- Throughput: 14462 states/sec, Load: 104 runs[K -- Throughput: 14343 states/sec, Load: 135 runs[K -- Throughput: 14385 states/sec, Load: 166 runs[K -- Throughput: 14421 states/sec, Load: 198 runs[K -- Throughput: 18985 states/sec, Load: 199 runs[K -- Throughput: 19660 states/sec, Load: 199 runs[K -- Throughput: 17491 states/sec, Load: 14 runs[K -- Throughput: 14462 states/sec, Load: 52 runs[K -- Throughput: 14354 states/sec, Load: 84 runs[K -- Throughput: 14371 states/sec, Load: 115 runs[K -- Throughput: 14509 states/sec, Load: 146 runs[K -- Throughput: 14273 states/sec, Load: 178 runs[K -- Throughput: 15662 states/sec, Load: 199 runs[K -- Throughput: 19485 states/sec, Load: 199 runs[K -- Throughput: 19132 states/sec, Load: 199 runs[K -- Throughput: 15677 states/sec, Load: 28 runs[K -- Throughput: 14195 states/sec, Load: 63 runs[K -- Throughput: 14222 states/sec, Load: 94 runs[K -- Throughput: 14226 states/sec, Load: 125 runs[K -- Throughput: 14258 states/sec, Load: 156 runs[K -- Throughput: 14271 states/sec, Load: 187 runs[K -- Throughput: 16782 states/sec, Load: 199 runs[K -- Throughput: 19235 states/sec, Load: 199 runs[K -- Throughput: 19153 states/sec, Load: 199 runs[K -- Throughput: 14515 states/sec, Load: 39 runs[K -- Throughput: 14402 states/sec, Load: 71 runs[K -- Throughput: 14197 states/sec, Load: 102 runs[K -- Throughput: 14171 states/sec, Load: 133 runs[K -- Throughput: 14310 states/sec, Load: 164 runs[K -- Throughput: 14340 states/sec, Load: 195 runs[K -- Throughput: 18412 states/sec, Load: 199 runs[K -- Throughput: 19333 states/sec, Load: 199 runs[K -- Throughput: 17959 states/sec, Load: 10 runs[K -- Throughput: 14379 states/sec, Load: 49 runs[K -- Throughput: 14267 states/sec, Load: 80 runs[K -- Throughput: 14331 states/sec, Load: 111 runs[K -- Throughput: 14449 states/sec, Load: 143 runs[K -- Throughput: 14171 states/sec, Load: 174 runs[K -- Throughput: 14883 states/sec, Load: 199 runs[K -- Throughput: 19313 states/sec, Load: 199 runs[K -- Throughput: 19171 states/sec, Load: 199 runs[K -- Throughput: 16213 states/sec, Load: 23 runs[K -- Throughput: 14284 states/sec, Load: 58 runs[K -- Throughput: 14176 states/sec, Load: 89 runs[K -- Throughput: 14145 states/sec, Load: 120 runs[K -- Throughput: 14216 states/sec, Load: 151 runs[K -- Throughput: 14306 states/sec, Load: 182 runs[K -- Throughput: 15993 states/sec, Load: 199 runs[K -- Throughput: 19066 states/sec, Load: 199 runs[K -- Throughput: 19016 states/sec, Load: 199 runs[K -- Throughput: 15108 states/sec, Load: 32 runs[K -- Throughput: 14391 states/sec, Load: 65 runs[K -- Throughput: 14409 states/sec, Load: 97 runs[K -- Throughput: 15884 states/sec, Load: 129 runs[K -- Throughput: 15639 states/sec, Load: 165 runs[K -- Throughput: 15574 states/sec, Load: 199 runs[K -- Throughput: 22296 states/sec, Load: 199 runs[K -- Throughput: 22234 states/sec, Load: 199 runs[K -- Throughput: 17398 states/sec, Load: 33 runs[K -- Throughput: 15676 states/sec, Load: 72 runs[K -- Throughput: 15545 states/sec, Load: 106 runs[K -- Throughput: 15527 states/sec, Load: 141 runs[K -- Throughput: 15490 states/sec, Load: 175 runs[K -- Throughput: 17184 states/sec, Load: 199 runs[K -- Throughput: 22076 states/sec, Load: 199 runs[K -- Throughput: 22142 states/sec, Load: 199 runs[K -- Throughput: 15893 states/sec, Load: 46 runs[K -- Throughput: 15434 states/sec, Load: 81 runs[K -- Throughput: 17465 states/sec, Load: 115 runs[K -- Throughput: 18810 states/sec, Load: 153 runs[K -- Throughput: 16517 states/sec, Load: 194 runs[K -- Throughput: 19587 states/sec, Load: 199 runs[K -- Throughput: 20571 states/sec, Load: 199 runs[K -- Throughput: 17440 states/sec, Load: 20 runs[K -- Throughput: 14712 states/sec, Load: 58 runs[K -- Throughput: 14769 states/sec, Load: 91 runs[K -- Throughput: 14811 states/sec, Load: 123 runs[K -- Throughput: 14903 states/sec, Load: 156 runs[K -- Throughput: 14820 states/sec, Load: 188 runs[K -- Throughput: 18066 states/sec, Load: 199 runs[K -- Throughput: 19842 states/sec, Load: 199 runs[K -- Throughput: 19398 states/sec, Load: 5 runs[K -- Throughput: 14796 states/sec, Load: 47 runs[K -- Throughput: 14967 states/sec, Load: 79 runs[K -- Throughput: 14921 states/sec, Load: 112 runs[K -- Throughput: 14776 states/sec, Load: 145 runs[K -- Throughput: 14826 states/sec, Load: 178 runs[K -- Throughput: 16581 states/sec, Load: 199 runs[K -- Throughput: 20480 states/sec, Load: 199 runs[K -- Throughput: 20563 states/sec, Load: 199 runs[K[2K -- Formula is satisfied.
(9000 runs)
Learning statistics for best strategy: 
	Number of resets: 0
	Number of iterations in last reset: 1
	Number of iterations in total: 1

 -- States explored : 4087028 states
 -- CPU user time used : 254900 ms
 -- Virtual memory used : 173448 KiB
 -- Resident memory used : 134776 KiB
[2K
Verifying formula 2 at ../queries/SP_50_68_8.q:2
 -- Throughput: 0 states/sec, Load: 2000 runs[K[2K -- Formula is satisfied.
Composer.Done:
[0]: (0,0) (172.4127034042911,1)
[1]: (172.2050862623167,1)
[2]: (172.1050110342778,1)
[3]: (172.0757850656555,1)
[4]: (172.2776793017107,1)
[5]: (172.0046080402106,1)
[6]: (172.1574802227641,1)
[7]: (173.3221553555537,1)
[8]: (172.0311575834623,1)
[9]: (172.0067479069157,1)
[10]: (172.0877997915741,1)
[11]: (172.1774273175598,1)
[12]: (172.6904037015054,1)
[13]: (172.6601805711863,1)
[14]: (172.003441567081,1)
[15]: (172.0881604850554,1)
[16]: (172.6834625756699,1)
[17]: (172.5303040103788,1)
[18]: (172.4756499108214,1)
[19]: (172.0442715157603,1)
[20]: (172.1319532948282,1)
[21]: (172.1015360099028,1)
[22]: (172.470519989202,1)
[23]: (172.1735026076574,1)
[24]: (172.0711362336376,1)
[25]: (172.503872935149,1)
[26]: (172.3410926377698,1)
[27]: (172.0194693113201,1)
[28]: (172.0515991053649,1)
[29]: (172.2051946092787,1)
[30]: (172.456796301837,1)
[31]: (172.0966334098761,1)
[32]: (172.6085673989249,1)
[33]: (172.1628917251753,1)
[34]: (172.9155891223692,1)
[35]: (172.2265073169265,1)
[36]: (173.8715265460877,1)
[37]: (172.2071473943779,1)
[38]: (172.0611393034198,1)
[39]: (172.2498236734502,1)
[40]: (172.162144782012,1)
[41]: (172.0186826490711,1)
[42]: (172.7851477924346,1)
[43]: (172.2847882185142,1)
[44]: (172.129556285879,1)
[45]: (172.1988793945841,1)
[46]: (172.2855524666414,1)
[47]: (172.7604293124049,1)
[48]: (172.3839052506249,1)
[49]: (172.2310964310014,1)
[50]: (172.2377293565901,1)
[51]: (172.1060449561532,1)
[52]: (172.3735058046291,1)
[53]: (172.5098445936036,1)
[54]: (172.0106219542827,1)
[55]: (172.3884530804967,1)
[56]: (172.5784457145284,1)
[57]: (172.0220123269507,1)
[58]: (172.0043277881213,1)
[59]: (172.0508689151377,1)
[60]: (172.6959745840101,1)
[61]: (172.3381237797223,1)
[62]: (172.3546142044804,1)
[63]: (172.0424453269463,1)
[64]: (172.0767618923836,1)
[65]: (173.1297300004917,1)
[66]: (172.0746668581442,1)
[67]: (172.2939512660088,1)
[68]: (172.0310830553641,1)
[69]: (172.6181805032572,1)
[70]: (172.0345920959587,1)
[71]: (172.2199984494027,1)
[72]: (172.0229373627833,1)
[73]: (172.1596817865273,1)
[74]: (172.2027480419324,1)
[75]: (172.1414108661027,1)
[76]: (172.0866429232514,1)
[77]: (172.4395360306762,1)
[78]: (172.1003603483875,1)
[79]: (172.6301455974175,1)
[80]: (172.1608380893422,1)
[81]: (172.3313051759667,1)
[82]: (172.0873584202787,1)
[83]: (172.4285491632133,1)
[84]: (172.7038154968477,1)
[85]: (172.3504088954219,1)
[86]: (172.3976872905553,1)
[87]: (172.145592794372,1)
[88]: (172.0240144183084,1)
[89]: (172.0462409758302,1)
[90]: (172.2134353529881,1)
[91]: (172.4017664086643,1)
[92]: (172.2042643568695,1)
[93]: (172.3731005215241,1)
[94]: (172.1569469741265,1)
[95]: (172.3424901590517,1)
[96]: (172.7264460994053,1)
[97]: (172.1900718059034,1)
[98]: (172.1525080702213,1)
[99]: (172.0433753274071,1)
[100]: (172.0345174282074,1)
[101]: (172.2811054176251,1)
[102]: (172.0722437341036,1)
[103]: (172.2898124272236,1)
[104]: (172.5602097366958,1)
[105]: (172.1986969550059,1)
[106]: (172.3529392291827,1)
[107]: (172.3451206806706,1)
[108]: (172.2136762091416,1)
[109]: (172.1762266507489,1)
[110]: (172.0940041358867,1)
[111]: (172.301100321655,1)
[112]: (172.29300308832,1)
[113]: (172.0457949551593,1)
[114]: (173.0131841830095,1)
[115]: (172.7236813808675,1)
[116]: (172.4096229367347,1)
[117]: (172.2974828151949,1)
[118]: (172.1427764577972,1)
[119]: (172.187377506891,1)
[120]: (172.2864382571698,1)
[121]: (172.1491774470735,1)
[122]: (172.090305118196,1)
[123]: (172.7038767770466,1)
[124]: (174.4312449150271,1)
[125]: (172.1893959018667,1)
[126]: (172.2717047418685,1)
[127]: (172.0452896471683,1)
[128]: (172.4804979592338,1)
[129]: (173.0742005362913,1)
[130]: (172.0530513399966,1)
[131]: (172.0275480298228,1)
[132]: (172.3334569102087,1)
[133]: (172.5713956706878,1)
[134]: (172.2153212096516,1)
[135]: (173.0351643677095,1)
[136]: (172.2231314613894,1)
[137]: (173.1857690296507,1)
[138]: (172.2784177850711,1)
[139]: (172.1043701379276,1)
[140]: (172.1485950785829,1)
[141]: (172.0705128693238,1)
[142]: (172.0492271725316,1)
[143]: (172.0180873858013,1)
[144]: (172.3908693258572,1)
[145]: (172.13544184914,1)
[146]: (172.2480755888685,1)
[147]: (172.0425208822847,1)
[148]: (172.1299225834497,1)
[149]: (172.026636821022,1)
[150]: (172.1029531933028,1)
[151]: (172.3669116829129,1)
[152]: (172.5455770265037,1)
[153]: (172.9918727916813,1)
[154]: (172.064511061262,1)
[155]: (172.0067885224484,1)
[156]: (172.2034500179584,1)
[157]: (172.2066793615907,1)
[158]: (172.2020291504645,1)
[159]: (172.1848339097371,1)
[160]: (172.1129108842917,1)
[161]: (172.0122158224093,1)
[162]: (172.0293492780313,1)
[163]: (172.4965670262637,1)
[164]: (172.3629100701032,1)
[165]: (172.0100320425197,1)
[166]: (172.1672440112297,1)
[167]: (172.0382623157714,1)
[168]: (172.2581683016188,1)
[169]: (172.2150647358684,1)
[170]: (172.3056831389349,1)
[171]: (172.4742784589633,1)
[172]: (172.4224201376021,1)
[173]: (172.0017335824941,1)
[174]: (172.1290785529671,1)
[175]: (172.2983480969229,1)
[176]: (172.180308365949,1)
[177]: (173.5756196721856,1)
[178]: (172.4727038911431,1)
[179]: (172.7070155528611,1)
[180]: (172.05861654055,1)
[181]: (172.32738686889,1)
[182]: (172.3537655203528,1)
[183]: (172.2921752047386,1)
[184]: (172.1815603795406,1)
[185]: (172.0823632502251,1)
[186]: (172.0048239419196,1)
[187]: (172.0156092641371,1)
[188]: (172.1720659708087,1)
[189]: (172.2063346876166,1)
[190]: (172.2603700942836,1)
[191]: (172.5273337206687,1)
[192]: (172.0059407259008,1)
[193]: (172.5183875724979,1)
[194]: (172.0281102480107,1)
[195]: (172.303043373392,1)
[196]: (172.0736252185311,1)
[197]: (172.6109932434687,1)
[198]: (172.6499547090404,1)
[199]: (172.3056232170433,1)
[200]: (172.3874224111739,1)
[201]: (172.0239856478688,1)
[202]: (172.0151207853482,1)
[203]: (172.1256948759079,1)
[204]: (172.3632243757608,1)
[205]: (172.008911210742,1)
[206]: (172.6890405000065,1)
[207]: (172.0397976971445,1)
[208]: (172.1002457968752,1)
[209]: (172.2862890825933,1)
[210]: (172.2570966200799,1)
[211]: (172.1048850243526,1)
[212]: (172.2224410832747,1)
[213]: (172.1379516499308,1)
[214]: (172.1439110494256,1)
[215]: (172.3999804126317,1)
[216]: (172.5371228414263,1)
[217]: (172.0189563053088,1)
[218]: (172.525441083616,1)
[219]: (172.0434415409716,1)
[220]: (172.1227117201981,1)
[221]: (172.0573015323907,1)
[222]: (172.2113456662145,1)
[223]: (172.2212572966979,1)
[224]: (173.0033894502844,1)
[225]: (172.1380442029304,1)
[226]: (172.0239935779012,1)
[227]: (172.2075352543635,1)
[228]: (172.2935952968408,1)
[229]: (172.8296537214107,1)
[230]: (172.3863202113396,1)
[231]: (172.0126160386854,1)
[232]: (172.0300573565565,1)
[233]: (172.5320517180393,1)
[234]: (172.0753719030326,1)
[235]: (172.1590484727184,1)
[236]: (172.1336278045384,1)
[237]: (172.4373840184939,1)
[238]: (172.1122832160546,1)
[239]: (172.6076576484612,1)
[240]: (172.0697684198191,1)
[241]: (172.0528302902075,1)
[242]: (172.1314411623879,1)
[243]: (172.0217816762097,1)
[244]: (172.1063419379639,1)
[245]: (172.0464009511076,1)
[246]: (172.182258251041,1)
[247]: (172.5768155464146,1)
[248]: (172.2409651178973,1)
[249]: (172.9350958932054,1)
[250]: (172.1189444919747,1)
[251]: (172.167909003438,1)
[252]: (172.3088339070553,1)
[253]: (172.3050207922639,1)
[254]: (172.0348949618298,1)
[255]: (172.7575488175205,1)
[256]: (172.1247920449057,1)
[257]: (172.9881693663548,1)
[258]: (172.116558297548,1)
[259]: (172.400863557168,1)
[260]: (172.167764776847,1)
[261]: (172.4283284292334,1)
[262]: (172.3082037029489,1)
[263]: (172.0113524810305,1)
[264]: (172.5039318416063,1)
[265]: (173.3655909139969,1)
[266]: (172.0278871907226,1)
[267]: (172.0337430613291,1)
[268]: (172.2737151069829,1)
[269]: (172.1831054158222,1)
[270]: (172.2341439795202,1)
[271]: (172.1784978478823,1)
[272]: (173.1182999368129,1)
[273]: (172.8157291585225,1)
[274]: (172.1669907130256,1)
[275]: (172.1446549433308,1)
[276]: (172.5639056119197,1)
[277]: (172.2264356110446,1)
[278]: (172.627499645351,1)
[279]: (172.3821830570125,1)
[280]: (172.2538551191777,1)
[281]: (172.0522877298431,1)
[282]: (172.1796532819133,1)
[283]: (172.006219275836,1)
[284]: (172.6915704839842,1)
[285]: (172.3644407928299,1)
[286]: (172.4940252898834,1)
[287]: (172.1717326600376,1)
[288]: (172.1503383725943,1)
[289]: (172.3560225178035,1)
[290]: (172.3843433782336,1)
[291]: (172.8348703761825,1)
[292]: (172.0428333212088,1)
[293]: (172.3373299421468,1)
[294]: (172.5155581521063,1)
[295]: (172.7813538397127,1)
[296]: (172.8757117985793,1)
[297]: (172.5788682420352,1)
[298]: (172.1181277856987,1)
[299]: (172.7445239413067,1)
[300]: (172.3333664353774,1)
[301]: (172.2355541951868,1)
[302]: (172.4667997683577,1)
[303]: (172.8467994346422,1)
[304]: (172.0055674965055,1)
[305]: (172.3235010968506,1)
[306]: (172.150816352337,1)
[307]: (172.0473275503128,1)
[308]: (172.1745559198467,1)
[309]: (172.100208504932,1)
[310]: (172.7597908809678,1)
[311]: (172.1170892768429,1)
[312]: (172.0172042625741,1)
[313]: (172.7694719564191,1)
[314]: (172.0817897062705,1)
[315]: (172.0055201828972,1)
[316]: (172.2194934554684,1)
[317]: (172.1254838106757,1)
[318]: (172.0279855525129,1)
[319]: (172.1189331226686,1)
[320]: (172.530098282869,1)
[321]: (172.3085202618892,1)
[322]: (172.0928491435443,1)
[323]: (172.3794298521639,1)
[324]: (172.6425948545667,1)
[325]: (172.1228026876445,1)
[326]: (172.2236254325652,1)
[327]: (172.3893602200375,1)
[328]: (172.1841011838415,1)
[329]: (172.1184546431399,1)
[330]: (172.7004153622647,1)
[331]: (172.4890293975953,1)
[332]: (172.3173403564144,1)
[333]: (172.4220767723528,1)
[334]: (172.9206163456236,1)
[335]: (172.157140192908,1)
[336]: (172.1067465326294,1)
[337]: (172.1611224348927,1)
[338]: (172.062601878544,1)
[339]: (172.1906680649837,1)
[340]: (172.293872790086,1)
[341]: (172.1595262675128,1)
[342]: (172.1006106738216,1)
[343]: (172.182011075862,1)
[344]: (172.1330033345507,1)
[345]: (172.1334220874795,1)
[346]: (172.1037238326431,1)
[347]: (172.5437780854446,1)
[348]: (172.1245280308542,1)
[349]: (172.6024813084955,1)
[350]: (172.1300207677778,1)
[351]: (172.2035545126274,1)
[352]: (172.0603325474188,1)
[353]: (172.4288012423572,1)
[354]: (172.0739839639366,1)
[355]: (172.0913494077772,1)
[356]: (172.0893433363193,1)
[357]: (172.5363252444187,1)
[358]: (172.5680731633328,1)
[359]: (172.4288809835825,1)
[360]: (172.4992187521918,1)
[361]: (172.092331720444,1)
[362]: (172.6390935446782,1)
[363]: (172.0399945443334,1)
[364]: (172.0183520543383,1)
[365]: (172.6593059337296,1)
[366]: (172.2902008259153,1)
[367]: (172.4461144992374,1)
[368]: (172.0284289957223,1)
[369]: (172.1374740654098,1)
[370]: (172.0609486757109,1)
[371]: (172.2343264626705,1)
[372]: (172.3876795003595,1)
[373]: (172.5251557650284,1)
[374]: (172.7130938063573,1)
[375]: (172.3284885405807,1)
[376]: (172.4469473054514,1)
[377]: (172.4316955934451,1)
[378]: (172.0443848410544,1)
[379]: (172.0034130896913,1)
[380]: (172.4886828499696,1)
[381]: (172.1172131831919,1)
[382]: (173.0096469976529,1)
[383]: (172.1972757252766,1)
[384]: (172.1485309831403,1)
[385]: (172.8081838786475,1)
[386]: (172.1402936539595,1)
[387]: (172.2132173281009,1)
[388]: (172.2860206942932,1)
[389]: (172.6725260766538,1)
[390]: (172.033153532835,1)
[391]: (172.1224058800107,1)
[392]: (172.4738003210836,1)
[393]: (172.1371203841782,1)
[394]: (172.1722830189206,1)
[395]: (172.4623911949344,1)
[396]: (172.109367496678,1)
[397]: (172.1808654086956,1)
[398]: (172.45303403822,1)
[399]: (172.3470352656876,1)
[400]: (172.0917339885633,1)
[401]: (172.7030816097422,1)
[402]: (172.0490820962219,1)
[403]: (172.7126696336433,1)
[404]: (172.1036312863053,1)
[405]: (172.086214458633,1)
[406]: (172.065671189235,1)
[407]: (172.0449413014397,1)
[408]: (172.0716400901026,1)
[409]: (172.099476693622,1)
[410]: (172.4866335743171,1)
[411]: (172.1660515684692,1)
[412]: (172.3444263156148,1)
[413]: (172.5436636929643,1)
[414]: (172.2203278909709,1)
[415]: (172.2274918791747,1)
[416]: (172.0325389760845,1)
[417]: (172.1581483212323,1)
[418]: (172.3704538033587,1)
[419]: (172.01479218996,1)
[420]: (172.7218639662754,1)
[421]: (172.2182581219317,1)
[422]: (172.1561501393972,1)
[423]: (172.4621625875432,1)
[424]: (172.411191468288,1)
[425]: (172.6884609300788,1)
[426]: (172.2510084835448,1)
[427]: (172.3075416632468,1)
[428]: (172.0826638474945,1)
[429]: (172.1443930197248,1)
[430]: (172.2167746349513,1)
[431]: (172.350364378148,1)
[432]: (172.455755361666,1)
[433]: (172.7311153859791,1)
[434]: (172.0607535072047,1)
[435]: (172.03920000443,1)
[436]: (172.3177996189891,1)
